gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumServices,AvgMonthlySpend,ChurnProbability,Actual_Churn,RiskCategory
1,0,0,0,49,1,1,1,0,1,0,1,1,1,1,1,0,106.65,5168.1,5,103.36200000000001,0.46426407049008916,0,Medium Risk
0,0,0,0,63,1,1,1,1,1,1,0,1,1,0,0,1,108.25,6780.1,6,105.9390625,0.5028045553143933,0,Medium Risk
0,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,1,20.4,94.5,1,18.9,0.24896803690394606,0,Low Risk
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3,55.3,55.3,2,27.65,0.873025456013053,0,High Risk
1,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,3,20.25,208.0,1,17.333333333333332,0.3116991909378141,0,Medium Risk
1,1,0,0,52,1,1,1,0,0,0,0,0,0,0,1,0,72.95,3829.75,1,72.25943396226415,0.555678738332834,0,Medium Risk
0,1,1,0,60,1,1,1,0,1,0,0,0,1,0,0,2,89.45,5294.6,3,86.79672131147541,0.5790869373162947,0,Medium Risk
1,0,0,0,64,1,1,1,0,0,1,1,1,1,1,1,1,104.65,6889.8,5,105.99692307692308,0.4222665681740809,0,Medium Risk
0,0,1,1,43,1,0,0,1,0,1,0,1,1,2,0,0,75.2,3254.35,5,73.96249999999999,0.04340665953497681,0,Low Risk
0,0,1,0,61,1,1,1,0,0,0,1,1,1,1,0,0,101.15,6383.9,4,102.96612903225805,0.34073478694054077,0,Medium Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,22.2,0.7055924402323985,1,High Risk
1,1,0,0,5,1,0,1,0,0,0,0,1,1,0,1,2,89.5,477.7,3,79.61666666666666,0.8821671333742627,1,High Risk
1,0,0,0,66,1,1,0,1,1,1,1,0,0,2,0,0,68.75,4447.55,5,66.3813432835821,0.013500267718651312,0,Low Risk
1,0,1,0,67,1,0,1,1,1,1,1,1,1,2,1,2,111.05,7321.05,7,107.66250000000001,0.14290755131141522,0,Low Risk
0,0,1,0,42,1,0,1,0,0,1,1,1,1,2,1,1,99.0,4135.0,5,96.16279069767442,0.2385615498987219,0,Low Risk
1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,2,86.05,86.05,2,43.025,0.9761327007394235,1,High Risk
0,0,1,1,31,1,0,2,0,0,0,0,0,0,2,0,3,21.0,697.7,1,21.803125,0.02656636445163911,0,Low Risk
1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,3,19.4,168.65,1,21.08125,0.395773930627139,0,Medium Risk
1,0,0,0,4,0,2,0,0,0,0,0,1,1,0,1,2,44.55,174.3,2,34.86,0.8699462170393024,1,High Risk
1,0,1,1,34,1,1,0,0,0,1,0,1,1,1,0,0,77.2,2753.8,4,78.68,0.21554195815650132,0,Low Risk
1,0,0,0,3,1,0,2,0,0,0,0,0,0,1,1,3,19.45,69.25,1,17.3125,0.2671339541098089,0,Low Risk
0,0,1,1,19,0,2,0,0,0,0,0,0,0,0,1,3,24.85,434.8,0,21.740000000000002,0.5961299257360559,0,Medium Risk
1,0,1,1,31,0,2,0,1,0,0,1,0,0,0,0,0,35.4,1077.5,2,33.671875,0.17944329687194702,1,Low Risk
0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,3,95.65,95.65,3,47.825,0.976317738135317,1,High Risk
1,0,0,0,3,0,2,0,1,0,1,1,0,0,0,0,3,41.35,107.25,3,26.8125,0.5769284179719523,0,Medium Risk
1,0,1,0,46,1,0,2,0,0,0,0,0,0,0,0,2,19.6,851.2,1,18.11063829787234,0.1121559917333941,0,Low Risk
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.95,20.95,1,10.475,0.47791767113179234,1,Medium Risk
0,0,1,1,69,1,1,1,1,0,1,0,0,0,1,0,0,84.45,5848.6,3,83.55142857142857,0.1147606115402265,0,Low Risk
1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,3,20.25,109.8,1,18.3,0.3477886700824868,0,Medium Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,19.65,19.65,1,9.825,0.3961363764607416,0,Medium Risk
1,0,0,0,26,1,0,2,0,0,0,0,0,0,1,1,1,20.65,595.5,1,22.055555555555557,0.11210324121888292,0,Low Risk
0,1,0,0,10,0,2,0,0,0,0,0,0,1,0,1,2,34.7,329.8,1,29.981818181818184,0.7895947965831314,1,High Risk
1,0,0,0,25,1,0,1,0,0,1,1,1,1,2,0,0,99.3,2513.5,5,96.67307692307692,0.17337305270175843,0,Low Risk
1,0,1,1,64,1,0,1,1,1,0,0,0,0,0,0,2,81.05,5135.35,3,79.00538461538463,0.20526737016460478,0,Low Risk
1,0,1,1,30,1,1,0,1,1,1,1,0,0,0,0,2,67.6,2000.2,5,64.5225806451613,0.1390123825424764,0,Low Risk
1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75,1,66.55357142857143,0.7148430845850994,0,High Risk
0,0,1,0,64,1,1,1,1,1,1,1,1,1,1,1,2,115.0,7396.15,7,113.78692307692307,0.36704625064499996,0,Medium Risk
0,0,0,1,46,1,1,1,0,0,1,1,0,0,0,1,0,84.8,3958.85,3,84.23085106382979,0.4063692292511199,0,Medium Risk
0,0,0,0,12,1,0,2,0,0,0,0,0,0,1,0,3,19.7,260.9,1,20.069230769230767,0.1341952709086188,0,Low Risk
0,0,0,0,15,1,0,2,0,0,0,0,0,0,0,0,0,19.75,297.3,1,18.58125,0.2181834757099487,1,Low Risk
1,0,1,1,17,1,1,1,0,0,0,0,1,1,0,1,2,92.55,1515.1,3,84.17222222222222,0.8495752448440125,1,High Risk
0,0,1,1,13,1,0,0,1,0,1,0,0,1,0,1,3,63.15,816.8,4,58.34285714285714,0.4471090439853756,0,Medium Risk
0,0,1,1,67,1,1,0,1,1,0,1,1,0,2,0,1,74.0,4868.4,5,71.59411764705882,0.017927983494929568,0,Low Risk
1,0,1,0,24,0,2,0,0,0,1,0,0,0,0,0,2,29.1,688.0,1,27.52,0.4599941822846294,0,Medium Risk
1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,3,50.05,288.35,2,41.19285714285714,0.4355386421395214,0,Medium Risk
1,1,1,0,53,1,1,0,1,0,0,1,0,0,1,1,2,60.05,3229.65,3,59.80833333333334,0.10442695228113748,1,Low Risk
1,1,1,0,16,1,0,1,0,1,0,0,0,0,0,1,1,74.3,1178.25,2,69.30882352941177,0.6771617929071557,1,High Risk
1,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,2,20.0,185.4,1,16.854545454545455,0.30073618862590545,0,Medium Risk
0,0,0,0,13,1,0,1,0,1,0,0,0,0,1,1,3,74.65,966.25,2,69.01785714285714,0.4934990906769679,0,Medium Risk
1,0,0,0,9,1,1,1,0,0,0,0,1,0,0,1,2,85.35,758.6,2,75.86,0.8683242463231579,1,High Risk
0,0,0,0,25,1,0,0,1,1,1,1,1,0,1,0,3,74.3,1863.8,6,71.68461538461538,0.09142701148819606,1,Low Risk
1,1,0,0,7,0,2,0,0,1,0,1,0,1,0,1,2,44.4,265.8,3,33.225,0.7411954653782574,0,High Risk
1,0,1,1,38,1,1,0,1,0,1,1,1,1,2,1,0,85.4,3297.0,6,84.53846153846153,0.07443493470767437,0,Low Risk
0,0,1,0,43,1,1,1,1,1,0,0,0,1,0,1,2,94.1,4107.3,4,93.34772727272728,0.627041631130687,0,High Risk
0,0,0,1,4,1,0,1,0,0,1,1,1,1,0,1,0,98.1,396.3,5,79.26,0.7875327768940205,1,High Risk
0,0,0,0,25,1,1,1,0,1,1,1,1,1,2,0,2,108.9,2809.05,6,108.04038461538462,0.21618285797518544,0,Low Risk
1,0,0,1,27,1,0,0,1,1,0,0,0,0,1,0,3,56.2,1567.55,3,55.98392857142857,0.07160821236424499,0,Low Risk
1,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,3,26.1,1851.45,1,25.362328767123287,0.011211696674119713,0,Low Risk
1,0,0,1,71,1,1,1,1,1,0,0,0,0,1,1,1,85.45,6028.95,3,83.73541666666667,0.15659839085540148,0,Low Risk
0,0,0,0,24,1,1,1,0,0,1,0,1,0,0,1,1,88.95,2072.75,3,82.91,0.78034107950167,0,High Risk
0,0,0,0,50,1,1,1,1,1,0,1,1,1,2,1,2,109.65,5551.15,6,108.84607843137255,0.20076577113000918,1,Low Risk
1,0,0,0,57,1,0,0,1,0,1,0,1,1,2,1,0,74.35,4317.35,5,74.43706896551724,0.060184537325889784,0,Low Risk
0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,2,48.85,736.8,2,46.05,0.33100278974367714,0,Medium Risk
1,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,2,80.1,336.15,2,67.22999999999999,0.8086170285852531,0,High Risk
0,0,0,0,28,1,0,0,1,1,0,0,0,0,0,0,2,56.05,1522.65,3,52.505172413793105,0.2076754517408749,0,Low Risk
0,1,0,0,9,1,1,1,0,0,0,0,0,0,0,1,2,74.55,622.9,1,62.29,0.8568982458735613,1,High Risk
0,0,1,0,55,1,1,1,1,0,0,0,1,0,0,1,0,89.8,4959.6,3,88.56428571428572,0.5762652644223635,0,Medium Risk
1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,1,2,100.95,329.95,4,82.4875,0.9331042584918665,1,High Risk
1,0,0,0,10,1,0,1,0,0,1,0,1,1,0,1,2,94.9,1048.85,4,95.35,0.790848962655952,1,High Risk
1,0,0,1,55,1,0,2,0,0,0,0,0,0,1,0,0,19.1,1001.5,1,17.883928571428573,0.020343262126909102,0,Low Risk
0,0,1,1,20,1,0,2,0,0,0,0,0,0,0,0,3,20.35,442.6,1,21.076190476190476,0.18599916286007823,0,Low Risk
0,0,1,1,62,1,1,1,0,1,0,1,1,1,1,1,1,106.05,6703.5,5,106.4047619047619,0.3619174719773278,0,Medium Risk
1,1,1,0,32,1,1,1,0,0,1,1,1,1,0,1,2,104.9,3351.55,5,101.56212121212121,0.7931829532653495,1,High Risk
0,0,0,0,43,1,0,2,0,0,0,0,0,0,2,1,0,19.65,779.25,1,17.710227272727273,0.028503718717043908,0,Low Risk
1,0,1,0,9,0,2,0,0,0,0,0,0,0,1,0,0,24.1,259.8,0,25.98,0.3089742177477922,1,Medium Risk
0,0,1,0,60,1,0,0,1,1,0,1,0,0,2,0,0,59.85,3483.45,4,57.10573770491803,0.011959263740585107,0,Low Risk
1,0,1,0,58,1,1,0,1,1,1,0,1,1,2,1,2,86.1,4890.5,6,82.88983050847457,0.11135856874503688,0,Low Risk
1,0,0,1,7,1,0,2,0,0,0,0,0,0,1,0,3,19.45,136.75,1,17.09375,0.12868690105141384,0,Low Risk
1,0,1,1,2,1,0,1,1,0,0,0,1,1,0,0,2,97.1,184.15,4,61.38333333333333,0.8899838282638864,0,High Risk
1,1,0,0,37,0,2,0,0,1,1,0,0,0,0,0,2,36.65,1315.0,2,34.60526315789474,0.3413240653625953,0,Medium Risk
0,1,1,1,65,1,1,1,0,0,1,1,1,1,1,1,0,103.9,6767.1,5,102.53181818181818,0.37064346815681176,0,Medium Risk
0,0,1,1,39,1,0,2,0,0,0,0,0,0,2,0,3,19.75,757.95,1,18.94875,0.020716358316003037,0,Low Risk
1,0,1,0,66,1,1,1,0,1,0,1,1,1,1,1,2,104.05,6890.0,5,102.83582089552239,0.4382058541701251,1,Medium Risk
1,0,0,0,68,1,1,2,0,0,0,0,0,0,2,0,3,24.55,1657.4,1,24.020289855072466,0.014978836430895395,0,Low Risk
0,0,1,1,62,0,2,0,1,1,0,1,1,0,2,0,0,48.7,3008.55,4,47.75476190476191,0.01698689552648423,0,Low Risk
1,0,0,0,3,1,0,1,0,0,1,1,1,0,0,1,3,88.35,262.05,4,65.5125,0.8539293068987699,1,High Risk
0,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,2,109.55,8165.1,6,111.85068493150685,0.21429029776188893,0,Low Risk
0,0,1,0,41,1,0,2,0,0,0,0,0,0,2,0,1,20.65,875.55,1,20.84642857142857,0.02232939907207384,0,Low Risk
1,0,1,1,29,1,0,1,1,0,0,0,1,1,0,0,1,94.65,2649.15,4,88.305,0.5535929558611544,1,Medium Risk
0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,2,55.2,220.65,3,44.13,0.3933130626365081,0,Medium Risk
1,0,0,0,53,1,1,2,0,0,0,0,0,0,1,0,0,24.05,1301.9,1,24.10925925925926,0.04258254421759099,0,Low Risk
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,74.4,74.4,1,37.2,0.9591963343298903,1,High Risk
0,0,1,1,41,1,1,0,1,1,1,1,0,1,0,0,1,79.9,3326.2,6,79.1952380952381,0.15270697847325168,1,Low Risk
1,0,1,0,39,1,0,2,0,0,0,0,0,0,2,1,0,20.45,790.0,1,19.75,0.03462492070325441,0,Low Risk
1,0,1,0,63,1,0,2,0,0,0,0,0,0,2,0,3,19.25,1237.65,1,19.33828125,0.012157167049312455,0,Low Risk
1,0,0,0,15,1,1,2,0,0,0,0,0,0,0,1,2,26.35,378.6,1,23.6625,0.4558208066549084,0,Medium Risk
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,592.65,1,42.332142857142856,0.2149929165402564,0,Low Risk
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,50.15,50.15,2,25.075,0.7750616552448596,0,High Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,3,20.45,20.45,1,10.225,0.1305641259436948,0,Low Risk
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,560.85,1,62.31666666666667,0.7771706147653021,1,High Risk
1,0,0,0,60,1,0,0,1,1,1,0,0,0,2,0,2,61.4,3638.25,4,59.64344262295082,0.018258189900135658,0,Low Risk
0,1,1,0,12,1,1,1,0,1,1,0,1,0,0,1,2,98.1,1060.2,4,81.55384615384615,0.8865874858904698,1,High Risk
1,0,1,0,40,1,1,0,0,1,0,1,1,0,1,0,1,70.75,2921.75,4,71.26219512195122,0.1276445251643544,0,Low Risk
0,0,0,0,66,1,0,0,1,1,1,0,0,0,2,1,0,61.15,4017.45,4,59.96194029850746,0.020485027595192714,0,Low Risk
1,0,1,1,42,1,0,2,0,0,0,0,0,0,1,0,3,20.25,854.9,1,19.88139534883721,0.0444076627414099,0,Low Risk
0,1,0,0,66,1,1,0,1,1,0,1,0,0,1,1,1,63.85,4174.35,4,62.30373134328359,0.058471591633733874,0,Low Risk
1,0,0,0,49,1,1,1,0,1,0,0,1,1,0,0,2,98.7,4920.55,4,98.411,0.646409307530501,0,High Risk
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.5,20.5,1,10.25,0.4724468626305002,1,Medium Risk
0,0,0,0,41,1,0,2,0,0,0,0,0,0,2,0,3,20.0,810.3,1,19.29285714285714,0.02463885936491358,0,Low Risk
0,0,1,1,41,1,0,2,0,0,0,0,0,0,2,0,0,19.3,772.4,1,18.39047619047619,0.014750486986825039,0,Low Risk
0,0,1,1,23,1,0,1,1,1,0,1,0,0,0,0,3,84.4,1936.85,4,80.70208333333333,0.2898005086928832,0,Low Risk
1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,25.1,79.8,0,19.95,0.669885498842924,0,High Risk
0,0,0,0,4,0,2,0,1,0,1,1,0,1,0,0,3,48.25,202.25,4,40.45,0.5580465701152999,0,Medium Risk
0,0,1,1,52,1,0,2,0,0,0,0,0,0,2,0,3,19.85,1070.5,1,20.19811320754717,0.013026993592174619,0,Low Risk
0,1,1,0,4,1,1,1,1,0,0,0,1,1,0,1,2,99.6,347.65,4,69.53,0.9494427972356211,1,High Risk
0,0,0,0,11,1,0,1,0,1,1,1,0,1,0,1,2,94.2,999.9,5,83.325,0.7074770966333372,0,High Risk
0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,3,62.15,113.1,3,37.699999999999996,0.8101042285971222,0,High Risk
0,0,1,0,26,1,1,1,0,1,0,0,0,0,0,0,0,79.3,2015.8,2,74.65925925925926,0.571430022146699,0,Medium Risk
1,0,1,1,24,1,0,0,1,0,1,0,0,0,1,1,1,56.25,1454.25,3,58.17,0.11081717774644088,0,Low Risk
0,0,0,0,12,1,0,2,0,0,0,0,0,0,0,0,3,20.3,246.7,1,18.976923076923075,0.29176528466060747,0,Low Risk
1,1,1,0,60,1,1,1,0,0,0,1,1,1,0,1,2,99.0,6017.9,4,98.65409836065574,0.7137750897991907,0,High Risk
0,0,1,1,64,1,1,0,1,1,1,1,1,1,2,1,3,90.6,5817.45,7,89.49923076923076,0.056612258028648964,0,Low Risk
1,0,1,0,66,1,0,0,1,1,1,1,1,1,2,1,0,85.9,5595.3,7,83.51194029850747,0.04017421295585373,0,Low Risk
0,0,0,0,60,1,1,1,0,0,1,0,0,0,1,1,0,79.2,4765.0,2,78.11475409836065,0.2980606457722988,0,Low Risk
1,0,1,1,17,1,1,0,1,0,1,0,1,0,1,1,0,70.35,1201.65,4,66.75833333333334,0.23979623780281412,0,Low Risk
1,0,1,1,42,1,0,2,0,0,0,0,0,0,2,0,3,19.35,867.3,1,20.169767441860465,0.01743137873993894,0,Low Risk
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,50.15,50.15,1,25.075,0.8490803867180133,0,High Risk
0,0,1,1,47,1,0,0,0,1,0,1,0,1,2,0,0,63.8,3007.25,4,62.651041666666664,0.023888610994302072,0,Low Risk
0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,1,3,20.55,252.75,1,22.977272727272727,0.3931798658091085,0,Medium Risk
1,1,1,0,70,1,1,0,1,1,1,1,1,1,2,1,1,88.55,6306.5,7,88.82394366197182,0.056418377203047376,0,Low Risk
1,1,0,0,67,1,1,1,0,0,1,0,1,1,0,1,1,101.4,6841.05,4,100.60367647058824,0.7456193675015994,0,High Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,81.95,81.95,2,40.975,0.9615406776373733,1,High Risk
1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.35,451.1,1,56.3875,0.8191033692505494,1,High Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,44.6,1,22.3,0.7066298603360451,0,High Risk
1,0,0,0,4,1,0,0,0,1,0,1,1,0,0,1,0,63.75,226.2,4,45.239999999999995,0.5989784503105463,0,Medium Risk
0,0,1,1,66,1,1,1,1,1,1,0,1,1,2,0,0,109.25,7082.5,6,105.7089552238806,0.11410744043047084,0,Low Risk
0,0,0,0,12,1,0,1,0,1,0,0,0,1,0,1,2,84.6,1017.35,3,78.25769230769231,0.7640588184174146,0,High Risk
0,0,0,0,24,1,0,2,0,0,0,0,0,0,1,0,1,20.45,527.35,1,21.094,0.0809285502820046,0,Low Risk
1,0,0,0,26,1,0,1,0,1,0,0,1,0,0,1,2,85.75,2146.5,3,79.5,0.7066331492987696,0,High Risk
0,0,0,0,6,1,0,1,0,0,0,0,1,1,0,1,2,91.1,455.3,3,65.04285714285714,0.9353170377344138,1,High Risk
1,0,1,0,57,1,1,1,0,0,1,1,1,1,2,0,2,107.95,5969.85,5,102.92844827586208,0.25266536079058194,0,Low Risk
1,0,1,0,14,1,1,1,0,0,0,0,1,0,0,1,2,86.1,1235.55,2,82.36999999999999,0.8402407104399167,1,High Risk
0,0,1,1,42,1,1,2,0,0,0,0,0,0,2,0,2,22.95,1014.25,1,23.587209302325583,0.022687012704696724,0,Low Risk
1,0,0,0,25,1,1,1,0,0,0,0,1,1,0,1,0,94.7,2362.1,3,90.85,0.8261135745695873,1,High Risk
0,0,1,0,64,1,0,2,0,0,0,0,0,0,2,0,1,19.45,1225.65,1,18.85615384615385,0.010195133711385154,0,Low Risk
1,0,1,0,22,1,1,1,0,0,0,0,0,1,0,1,2,85.1,1873.7,2,81.46521739130435,0.8264633783353614,1,High Risk
1,0,0,0,19,1,0,2,0,0,0,0,0,0,1,1,1,19.7,386.5,1,19.325,0.14223262139980725,0,Low Risk
0,0,1,1,61,1,1,1,0,1,0,0,1,1,0,1,2,99.15,6010.05,4,96.93629032258065,0.6779990736305019,1,High Risk
1,0,1,0,22,1,0,1,0,0,1,0,1,0,0,1,0,87.0,1850.65,3,80.46304347826087,0.7380629973831977,0,High Risk
1,1,1,0,70,1,1,1,0,1,1,0,1,1,0,1,2,102.95,7101.5,5,100.02112676056338,0.7249138099127599,1,High Risk
1,0,0,0,12,1,0,1,0,0,0,0,0,1,0,1,0,79.95,1043.4,2,80.26153846153846,0.7202669222770013,0,High Risk
0,0,1,0,31,1,0,0,1,0,0,1,0,1,1,1,2,64.0,1910.75,4,59.7109375,0.17043288705013818,0,Low Risk
0,0,0,0,11,1,0,0,0,0,0,0,1,1,0,1,2,64.9,716.1,3,59.675000000000004,0.6975912124575052,0,High Risk
1,0,1,1,68,1,1,2,0,0,0,0,0,0,2,0,3,25.75,1686.15,1,24.43695652173913,0.012730271489072062,0,Low Risk
0,1,1,1,72,1,1,0,1,1,1,1,1,1,2,1,0,90.15,6716.45,7,92.00616438356164,0.038372471412055915,0,Low Risk
1,1,0,0,67,1,1,1,1,1,1,1,1,1,2,1,1,116.1,7839.85,7,115.29191176470589,0.17888943361232817,0,Low Risk
0,0,0,0,60,1,0,1,1,0,1,1,1,1,0,1,0,104.95,6236.75,6,102.24180327868852,0.47370048589236974,0,Medium Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,45.05,1,22.525,0.7949528697177943,1,High Risk
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,1,35.5,0.9152774170175277,1,High Risk
1,0,1,1,58,0,2,0,1,1,1,0,1,0,1,0,3,50.0,2919.85,4,49.48898305084746,0.07878139234286813,0,Low Risk
0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,3309.25,1,68.94270833333333,0.34496466643207513,1,Medium Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,79.7,79.7,2,39.85,0.957272618040366,1,High Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.45,20.45,1,10.225,0.4706556021787265,0,Medium Risk
1,0,0,0,22,1,1,0,1,1,0,0,0,0,0,0,2,59.0,1254.7,3,54.55217391304348,0.2989247194391234,1,Low Risk
0,0,0,0,48,1,0,0,1,0,1,1,0,0,1,1,1,60.35,2896.4,4,59.11020408163265,0.06409333780809867,1,Low Risk
0,0,1,0,37,1,0,2,0,0,0,0,0,0,1,1,0,19.85,717.5,1,18.88157894736842,0.08480000823561874,0,Low Risk
1,0,0,0,13,1,0,2,0,0,0,0,0,0,1,1,2,19.95,253.8,1,18.12857142857143,0.19175766270271719,0,Low Risk
1,0,0,0,43,1,1,2,0,0,0,0,0,0,2,0,0,26.45,1110.05,1,25.22840909090909,0.02807895526184248,0,Low Risk
0,0,0,0,6,0,2,0,1,1,1,1,1,1,2,1,3,63.4,348.8,6,49.82857142857143,0.29780032581460447,0,Low Risk
1,0,0,0,71,0,2,0,1,1,1,1,1,0,2,0,0,53.95,3888.65,5,54.00902777777778,0.01650316150360209,0,Low Risk
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,34.625,0.9150721950339706,1,High Risk
0,0,1,1,72,1,1,1,1,1,0,0,1,0,2,1,2,95.1,6843.15,4,93.7417808219178,0.11914189452520493,0,Low Risk
0,1,0,0,6,1,0,1,1,0,0,0,0,0,0,1,2,74.1,450.9,2,64.41428571428571,0.7234990675517377,0,High Risk
1,0,1,1,12,0,2,0,0,1,0,1,0,0,0,0,3,35.5,432.25,2,33.25,0.3847147502624175,0,Medium Risk
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35,1,67.975,0.5747763726727244,1,Medium Risk
0,0,1,0,21,1,0,1,0,0,1,1,0,0,1,0,2,79.2,1742.45,3,79.20227272727273,0.24218770726781944,0,Low Risk
0,0,1,1,6,1,0,0,0,0,0,1,0,0,0,1,3,48.8,297.35,2,42.478571428571435,0.4540800921130911,0,Medium Risk
1,0,1,0,20,1,0,1,0,0,0,0,1,1,0,1,3,89.0,1820.45,3,86.68809523809524,0.8216389657635946,1,High Risk
1,0,1,0,18,1,1,1,1,0,0,0,1,1,0,1,2,99.4,1742.95,4,91.73421052631579,0.8403672957471578,1,High Risk
0,0,0,0,43,1,0,0,0,1,0,1,0,0,1,0,2,55.45,2444.25,3,55.55113636363637,0.061227138137402846,0,Low Risk
0,0,1,1,35,1,1,2,0,0,0,0,0,0,2,1,1,25.4,949.8,1,26.383333333333333,0.04332839461204283,0,Low Risk
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,73.5,73.5,2,36.75,0.8676205820772448,1,High Risk
1,1,1,0,32,1,1,1,0,1,1,0,0,1,0,1,2,93.5,2970.8,4,90.02424242424243,0.7583581405222392,0,High Risk
1,0,0,0,52,0,2,0,1,1,1,1,1,1,2,0,1,63.9,3334.95,6,62.92358490566038,0.045423736597506446,0,Low Risk
1,0,0,0,32,1,0,0,0,0,0,0,1,1,1,1,0,64.85,2010.95,3,60.93787878787879,0.3169157529743006,0,Medium Risk
0,0,1,1,72,0,2,0,1,1,1,1,1,1,2,1,0,63.8,4684.3,6,64.16849315068494,0.032408582039747544,0,Low Risk
1,0,0,0,51,0,2,0,1,0,0,1,0,1,0,1,1,44.45,2181.55,3,41.95288461538462,0.2899161195143494,0,Low Risk
1,0,1,1,68,1,0,2,0,0,0,0,0,0,2,1,0,19.95,1303.25,1,18.88768115942029,0.009592499783267906,0,Low Risk
1,1,1,0,8,0,2,0,0,1,1,0,0,1,0,1,3,43.35,371.4,3,41.266666666666666,0.7460475129699764,0,High Risk
1,0,1,0,49,0,2,0,0,1,0,0,1,1,2,0,1,49.65,2409.9,3,48.198,0.1090452289127996,0,Low Risk
0,0,1,0,72,1,0,0,1,1,1,1,1,1,2,0,3,85.1,6155.4,7,84.32054794520548,0.02831357362434974,0,Low Risk
1,0,0,0,9,1,1,1,0,0,0,0,1,1,0,1,2,95.5,829.1,3,82.91,0.9141959435667514,1,High Risk
0,0,1,0,28,1,0,1,1,0,0,0,1,1,0,1,3,92.35,2602.9,4,89.7551724137931,0.725092706547389,1,High Risk
1,0,0,0,54,1,0,1,1,0,1,0,1,0,0,0,3,89.8,4667.0,4,84.85454545454546,0.4280232548929514,0,Medium Risk
1,0,0,0,11,1,0,1,0,1,0,0,0,0,0,1,2,74.55,824.75,2,68.72916666666667,0.6934366867743591,1,High Risk
0,0,1,1,50,1,0,1,0,0,1,1,1,1,1,0,3,103.05,5153.5,5,101.04901960784314,0.3006992205800185,0,Medium Risk
0,0,1,0,69,1,1,1,1,1,1,1,1,1,2,1,2,116.0,8182.85,7,116.89785714285715,0.18403713808324884,0,Low Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1,34.95,0.9288056166373605,0,High Risk
1,0,1,1,68,1,0,1,1,1,0,1,0,1,2,0,0,95.1,6683.4,5,96.86086956521739,0.03404688762126517,0,Low Risk
1,0,0,1,40,0,2,0,1,1,0,1,0,0,1,0,3,40.25,1564.05,3,38.14756097560976,0.06466082359715591,0,Low Risk
1,0,1,1,31,1,1,2,0,0,0,0,0,0,2,0,3,25.75,755.6,1,23.6125,0.042185604984362524,0,Low Risk
0,1,0,1,33,1,1,1,0,1,1,0,1,1,0,1,0,105.35,3465.05,5,101.91323529411765,0.721173693058289,0,High Risk
